Purchasing Document,Company Code,Item category,Item category desc
4500004382,7300,0,Standard
4500007682,7200,9,Service
4500007864,7200,0,Standard
4500008233,7200,0,Standard
4500008286,7200,0,Standard
4500008352,7200,0,Standard
4500008941,7200,0,Standard
4500009953,7200,0,Standard
4500009958,7200,0,Standard
4500011159,7200,0,Standard
4500011236,7300,0,Standard
4500011629,7200,0,Standard
4500012103,7200,0,Standard
4500012443,7200,0,Standard
4500012473,7200,0,Standard
4500012561,7200,0,Standard
4500013028,7300,0,Standard
4500013682,7200,0,Standard
4500014081,7200,0,Standard
4500014082,7200,0,Standard
4500014083,7200,0,Standard
4500014740,7300,0,Standard
4500014762,7200,9,Service
4500014875,7100,7,Stock transfer
4500015213,7200,0,Standard
4500015288,7200,0,Standard
4500015320,7300,9,Service
4500015415,7200,9,Service
4500015538,7100,9,Service
4500015566,6100,0,Standard
4500015567,6100,0,Standard
4500015568,6100,0,Standard
4500015609,7200,0,Standard
4500015670,7200,0,Standard
4500015671,7300,0,Standard
4500015780,7200,0,Standard
4500015785,6100,0,Standard
4500015786,7100,9,Service
4500015793,7300,9,Service
4500015795,7200,9,Service
4500015797,7100,9,Service
4500015812,7200,9,Service
4500015818,6100,9,Service
4500015822,6100,9,Service
4500015827,7200,9,Service
4500015841,7200,0,Standard
4500015842,7200,0,Standard
4500015843,7200,0,Standard
4500015844,7200,0,Standard
4500015845,7100,0,Standard
4500015846,7100,0,Standard
4500015847,7100,0,Standard
4500015848,7100,0,Standard
4500015849,7300,0,Standard
4500015850,7300,9,Service
4500015851,7200,7,Stock transfer
4500015861,7200,9,Service
4500015888,7200,0,Standard
4500015891,7200,0,Standard
4500015892,7200,0,Standard
4500015893,7200,0,Standard
4500015894,7200,0,Standard
4500015895,7200,0,Standard
4500015896,7200,0,Standard
4500015898,7200,0,Standard
4500015900,6100,0,Standard
4500015901,6100,0,Standard
4500015916,7200,0,Standard
4500015918,7200,0,Standard
4500015919,7300,0,Standard
4500015935,7200,0,Standard
4500015936,7200,0,Standard
4500015942,7200,0,Standard
4500015943,7200,0,Standard
4500015948,6100,0,Standard
4500015949,6100,0,Standard
4500015950,6100,0,Standard
4500015952,7200,0,Standard
4500015953,7200,0,Standard
4500015954,7200,0,Standard
4500015957,6100,0,Standard
4500015958,6100,0,Standard
4500015959,6100,0,Standard
4500015960,6100,0,Standard
4500015961,6100,0,Standard
4500015962,7200,0,Standard
4500015963,7200,0,Standard
4500015964,7200,0,Standard
4500015971,7200,9,Service
4500015974,6100,0,Standard
4500015975,6100,0,Standard
4500015976,6100,0,Standard
4500016006,7200,9,Service
4500016008,7100,9,Service
4500016009,7200,9,Service
4500016010,7200,9,Service
4500016011,7200,9,Service
4500016024,6100,9,Service
4500016029,7200,0,Standard
4500016030,7200,0,Standard
4500016031,7300,0,Standard
4500016032,7100,0,Standard
4500016034,7100,0,Standard
4500016035,7100,0,Standard
4500016036,7200,0,Standard
4500016037,7100,0,Standard
4500016038,7200,0,Standard
4500016039,7200,9,Service
4500016041,7300,9,Service
4500016042,7200,9,Service
4500016043,7100,9,Service
4500016044,7200,9,Service
4500016045,7300,9,Service
4500016047,7300,9,Service
4500016050,7100,9,Service
4500016051,7200,9,Service
4500016066,6100,9,Service
4500016067,7200,9,Service
4500016073,7100,9,Service
4500016076,7200,9,Service
4500016077,7300,9,Service
4500016079,6100,0,Standard
4500016080,7100,9,Service
4500016085,7100,9,Service
4500016096,7200,9,Service
4500016098,7200,9,Service
4500016099,7300,9,Service
4500016104,7200,0,Standard
4500016105,7200,0,Standard
4500016106,7200,0,Standard
4500016124,7200,0,Standard
4500016125,7200,0,Standard
4500016126,7200,0,Standard
4500016127,7300,0,Standard
4500016128,7100,0,Standard
4500016129,7100,0,Standard
4500016131,7100,0,Standard
4500016133,7200,0,Standard
4500016134,7100,0,Standard
4500016141,7200,9,Service
4500016150,7200,9,Service
4500016151,7200,9,Service
4500016152,7200,9,Service
4500016153,7200,9,Service
4500016154,7200,9,Service
4500016156,7200,9,Service
4500016170,7200,0,Standard
4500016175,7300,9,Service
4500016176,7100,9,Service
4500016179,7100,9,Service
4500016180,7100,9,Service
4500016181,7100,9,Service
4500016182,7300,9,Service
4500016183,7300,9,Service
4500016185,7100,9,Service
4500016186,7200,9,Service
4500016190,7200,0,Standard
4500016191,7200,0,Standard
4500016199,7200,0,Standard
4500016201,6100,0,Standard
4500016202,6100,0,Standard
4500016203,6100,0,Standard
4500016204,6100,0,Standard
4500016205,6100,0,Standard
4500016206,6100,0,Standard
4500016207,6100,0,Standard
4500016208,6100,0,Standard
4500016209,6100,0,Standard
4500016210,6100,0,Standard
4500016211,6100,0,Standard
4500016212,6100,0,Standard
4500016213,6100,0,Standard
4500016214,6100,0,Standard
4500016215,6100,0,Standard
4500016216,6100,0,Standard
4500016217,6100,0,Standard
4500016218,6100,0,Standard
4500016219,6100,0,Standard
4500016220,6100,0,Standard
4500016221,6100,0,Standard
4500016223,6100,0,Standard
4500016224,6100,0,Standard
4500016225,6100,0,Standard
4500016226,6100,0,Standard
4500016230,6100,9,Service
4500016231,6100,9,Service
4500016232,7200,0,Standard
4500016233,7100,9,Service
4500016240,7200,0,Standard
4500016241,7200,0,Standard
4500016242,7200,0,Standard
4500016250,7300,9,Service
4500016251,7200,9,Service
4500016253,7200,0,Standard
4500016254,7200,0,Standard
4500016255,7200,0,Standard
4500016256,7200,0,Standard
4500016257,7200,0,Standard
4500016268,7200,9,Service
4500016269,7300,9,Service
4500016273,7200,9,Service
4500016277,7200,9,Service
4500016278,7300,9,Service
4500016288,7200,0,Standard
4500016290,7200,0,Standard
4500016300,7200,0,Standard
4500016301,7200,0,Standard
4500016302,7200,0,Standard
4500016307,7100,9,Service
4500016316,7200,9,Service
4500016318,7200,0,Standard
4500016320,6100,0,Standard
4500016336,7200,0,Standard
4500016337,7200,0,Standard
4500016338,7200,0,Standard
4500016339,7300,0,Standard
4500016341,7100,0,Standard
4500016342,6100,9,Service
4500016343,7100,0,Standard
4500016344,7200,0,Standard
4500016345,7100,0,Standard
4500016346,7100,0,Standard
4500016348,7300,9,Service
4500016349,7200,9,Service
4500016351,7200,9,Service
4500016352,7200,9,Service
4500016353,7200,9,Service
4500016358,7300,9,Service
4500016359,7300,9,Service
4500016360,7300,9,Service
4500016361,7100,9,Service
4500016362,7100,9,Service
4500016363,7200,9,Service
4500016365,7200,9,Service
4500016373,6100,9,Service
4500016379,7300,9,Service
4500016380,7200,9,Service
4500016382,7100,9,Service
4500016383,7200,9,Service
4500016386,7200,9,Service
4500016387,7100,9,Service
4500016393,6100,9,Service
4500016402,7200,9,Service
4500016414,7200,0,Standard
4500016416,7100,9,Service
4500016418,7100,9,Service
4500016438,7200,0,Standard
4500016439,7200,0,Standard
4500016440,7200,7,Stock transfer
4500016442,7200,0,Standard
4500016443,7200,0,Standard
4500016453,7200,9,Service
4500016478,7200,0,Standard
4500016482,7200,0,Standard
4500016489,7200,0,Standard
4500016513,7200,9,Service
4500016516,6100,0,Standard
4500016518,6100,0,Standard
4500016519,6100,0,Standard
4500016539,7200,9,Service
4500016549,6100,0,Standard
4500016554,7100,9,Service
4500016570,7200,9,Service
4500016593,7200,0,Standard
4500016594,7200,0,Standard
4500016595,7200,0,Standard
4500016596,7300,0,Standard
4500016598,7100,0,Standard
4500016599,7100,0,Standard
4500016600,7200,0,Standard
4500016601,7100,0,Standard
4500016610,7200,9,Service
4500016615,7200,9,Service
4500016616,7200,0,Standard
4500016619,7200,9,Service
4500016621,7100,9,Service
4500016623,7200,9,Service
4500016628,7200,0,Standard
4500016629,7100,9,Service
4500016637,7200,9,Service
4500016638,6100,0,Standard
4500016639,6100,0,Standard
4500016640,6100,0,Standard
4500016641,6100,0,Standard
4500016642,6100,0,Standard
4500016643,6100,0,Standard
4500016644,6100,0,Standard
4500016645,6100,0,Standard
4500016646,6100,0,Standard
4500016647,6100,0,Standard
4500016648,6100,0,Standard
4500016649,6100,0,Standard
4500016650,6100,0,Standard
4500016651,6100,0,Standard
4500016652,6100,0,Standard
4500016653,6100,0,Standard
4500016654,6100,0,Standard
4500016655,6100,0,Standard
4500016659,7200,9,Service
4500016660,7200,9,Service
4500016664,7100,9,Service
4500016665,7300,9,Service
4500016666,7300,9,Service
4500016668,7200,9,Service
4500016685,7300,9,Service
4500016690,7300,9,Service
4500016691,7200,9,Service
4500016707,7200,9,Service
4500016708,7100,9,Service
4500016718,6100,9,Service
4500016719,6100,9,Service
4500016725,7300,9,Service
4500016732,7200,9,Service
4500016745,7200,0,Standard
4500016756,7200,0,Standard
4500016757,7100,9,Service
4500016760,7200,9,Service
4500016763,7100,9,Service
4500016781,6100,0,Standard
4500016802,7200,9,Service
4500016807,7300,9,Service
4500016811,6100,9,Service
4500016834,7100,0,Standard
4500016869,7200,0,Standard
4500016870,7200,0,Standard
4500016871,7300,0,Standard
4500016873,7100,0,Standard
4500016874,7100,0,Standard
4500016875,7200,0,Standard
4500016876,7100,0,Standard
4500016889,7200,9,Service
4500016891,7200,9,Service
4500016892,7200,9,Service
4500016900,7200,9,Service
4500016901,7200,9,Service
4500016910,1100,0,Standard
4500016917,7200,9,Service
4500016937,7100,7,Stock transfer
4500016938,7100,9,Service
4500016939,7100,9,Service
4500016956,7300,9,Service
4500016957,7100,9,Service
4500016961,7200,9,Service
4500016963,7300,9,Service
4500016970,1100,9,Service
4500016971,1100,9,Service
4500016973,7200,9,Service
4500016986,7100,9,Service
4500016988,7300,9,Service
4500016989,7100,9,Service
4500016990,7300,9,Service
4500016991,6100,0,Standard
4500016997,7200,7,Stock transfer
4500016998,7200,7,Stock transfer
4500016999,7200,7,Stock transfer
4500017000,7200,0,Standard
4500017007,1100,0,Standard
4500017008,1100,0,Standard
4500017009,1100,0,Standard
4500017010,1100,0,Standard
4500017011,1100,9,Service
4500017012,1100,9,Service
4500017022,7200,9,Service
4500017032,6100,0,Standard
4500017033,6100,0,Standard
4500017034,6100,0,Standard
4500017035,1100,0,Standard
4500017036,1100,0,Standard
4500017044,6100,9,Service
4500017048,6100,9,Service
4500017060,1100,9,Service
4500017062,1100,0,Standard
4500017064,1100,0,Standard
4500017072,1100,0,Standard
4500017074,1100,0,Standard
4500017076,1100,0,Standard
4500017077,1100,0,Standard
4500017078,1100,0,Standard
4500017079,1100,0,Standard
4500017080,1100,0,Standard
4500017085,7100,9,Service
4500017087,6100,0,Standard
4500017095,7200,9,Service
4500017097,1100,0,Standard
4500017098,1100,0,Standard
4500017105,1100,9,Service
4500017106,1100,0,Standard
4500017107,1100,0,Standard
4500017108,1100,0,Standard
4500017113,7300,9,Service
4500017119,1100,9,Service
4500017120,1100,9,Service
4500017121,1100,9,Service
4500017122,1100,9,Service
4500017123,1100,9,Service
4500017131,6100,0,Standard
4500017132,6100,0,Standard
4500017135,1100,9,Service
4500017136,1100,9,Service
4500017137,1100,9,Service
4500017138,1100,9,Service
4500017139,1100,9,Service
4500017143,7100,9,Service
4500017148,1100,0,Standard
4500017149,1100,0,Standard
4500017150,1100,0,Standard
4500017159,7300,9,Service
4500017165,7100,9,Service
4500017186,1100,0,Standard
4500017187,1100,0,Standard
4500017188,1100,0,Standard
4500017192,1100,0,Standard
4500017193,1100,0,Standard
4500017195,1100,0,Standard
4500017205,1100,0,Standard
4500017206,1100,0,Standard
4500017207,1100,0,Standard
4500017208,1100,0,Standard
4500017209,1100,0,Standard
4500017210,1100,0,Standard
4500017211,1100,0,Standard
4500017212,1100,0,Standard
4500017213,1100,0,Standard
4500017214,1100,0,Standard
4500017262,7300,9,Service
4500017279,1100,9,Service
4500017288,1100,9,Service
4500017289,1100,9,Service
4500017290,1100,9,Service
4500017291,1100,9,Service
4500017292,1100,9,Service
4500017293,1100,9,Service
4500017294,1100,9,Service
4500017295,1100,9,Service
4500017296,1100,9,Service
4500017297,1100,9,Service
4500017298,1100,9,Service
4500017299,1100,9,Service
4500017300,1100,9,Service
4500017301,1100,9,Service
4500017302,1100,9,Service
4500017303,1100,9,Service
4500017305,1100,9,Service
4500017306,1100,9,Service
4500017307,1100,9,Service
4500017308,1100,9,Service
4500017313,7100,0,Standard
4500017320,1100,9,Service
4500017321,7200,9,Service
4500017322,7200,9,Service
4500017324,7200,9,Service
4500017325,7100,9,Service
4500017330,7200,9,Service
4500017338,1100,0,Standard
4500017340,7100,9,Service
4500017347,7300,9,Service
4500017348,7300,9,Service
4500017384,7100,0,Standard
4500017386,7300,0,Standard
4500017387,7100,0,Standard
4500017388,7200,0,Standard
4500017389,7200,0,Standard
4500017390,7100,0,Standard
4500017391,7200,0,Standard
4500017393,1100,9,Service
4500017394,7200,9,Service
4500017396,7200,9,Service
4500017397,7200,9,Service
4500017398,6100,9,Service
4500017399,6100,9,Service
4500017402,7200,9,Service
4500017403,7100,9,Service
4500017406,7300,9,Service
4500017420,7200,9,Service
4500017422,7100,0,Standard
4500017423,7200,9,Service
4500017440,6100,0,Standard
4500017441,6100,0,Standard
4500017442,6100,0,Standard
4500017443,6100,0,Standard
4500017444,7100,9,Service
4500017445,1100,9,Service
4500017446,7200,9,Service
4500017450,7100,9,Service
4500017452,7200,7,Stock transfer
4500017454,6100,0,Standard
4500017463,7200,0,Standard
4500017464,7200,9,Service
4500017465,7200,9,Service
4500017483,6100,0,Standard
4500017500,7200,0,Standard
4500017501,6100,0,Standard
4500017506,7200,0,Standard
4500017520,1100,0,Standard
4500017521,7300,9,Service
4500017533,7200,0,Standard
4500017549,6100,0,Standard
4500017553,7300,9,Service
4500017558,7300,9,Service
4500017565,1100,0,Standard
4500017566,1100,0,Standard
4500017567,1100,0,Standard
4500017568,1100,0,Standard
4500017574,1100,0,Standard
4500017575,1100,0,Standard
4500017576,1100,0,Standard
4500017579,7300,0,Standard
4500017582,7100,0,Standard
4500017584,7200,7,Stock transfer
4500017586,7200,7,Stock transfer
4500017591,1100,0,Standard
4500017595,1100,9,Service
4500017596,1100,9,Service
4500017597,1100,9,Service
4500017610,1100,9,Service
4500017611,1100,9,Service
4500017613,7200,9,Service
4500017614,7300,9,Service
4500017615,7200,9,Service
4500017616,7200,9,Service
4500017617,7200,9,Service
4500017619,7100,0,Standard
4500017623,6100,9,Service
4500017624,7200,0,Standard
4500017625,1100,9,Service
4500017626,1100,0,Standard
4500017627,1100,0,Standard
4500017628,1100,0,Standard
4500017629,1100,0,Standard
4500017630,1100,0,Standard
4500017631,1100,9,Service
4500017635,7200,9,Service
4500017636,7200,9,Service
4500017637,7200,9,Service
4500017652,7200,9,Service
4500017653,7100,9,Service
4500017655,7200,9,Service
4500017665,6100,9,Service
4500017670,1100,9,Service
4500017696,7200,0,Standard
4500017697,7100,0,Standard
4500017698,7100,0,Standard
4500017699,7200,0,Standard
4500017707,7100,9,Service
4500017710,7300,9,Service
4500017712,7300,9,Service
4500017714,7300,9,Service
4500017715,7200,7,Stock transfer
4500017719,7200,9,Service
4500017721,7200,7,Stock transfer
4500017722,7200,7,Stock transfer
4500017723,7200,7,Stock transfer
4500017724,7200,7,Stock transfer
4500017731,1100,9,Service
4500017732,1100,9,Service
4500017733,1100,9,Service
4500017734,1100,9,Service
4500017736,7200,9,Service
4500017739,1100,9,Service
4500017740,1100,9,Service
4500017741,1100,9,Service
4500017742,1100,9,Service
4500017743,1100,9,Service
4500017744,1100,9,Service
4500017745,1100,9,Service
4500017747,7200,7,Stock transfer
4500017748,7100,9,Service
4500017750,6100,0,Standard
4500017751,1100,9,Service
4500017752,1100,9,Service
4500017763,7200,9,Service
4500017764,6100,0,Standard
4500017765,6100,0,Standard
4500017766,6100,0,Standard
4500017767,6100,0,Standard
4500017768,6100,0,Standard
4500017769,6100,0,Standard
4500017771,6100,0,Standard
4500017772,6100,0,Standard
4500017777,6100,0,Standard
4500017779,6100,0,Standard
4500017780,6100,0,Standard
4500017781,6100,0,Standard
4500017782,6100,0,Standard
4500017783,6100,0,Standard
4500017784,6100,0,Standard
4500017785,6100,0,Standard
4500017786,6100,0,Standard
4500017790,1100,0,Standard
4500017791,1100,0,Standard
4500017793,1100,0,Standard
4500017799,1100,0,Standard
4500017812,7200,7,Stock transfer
4500017820,6100,0,Standard
4500017842,7200,9,Service
4500017854,1100,0,Standard
4500017855,1100,0,Standard
4500017856,1100,0,Standard
4500017857,1100,0,Standard
4500017861,7100,9,Service
4500017869,7300,9,Service
4500017880,7200,0,Standard
4500017881,1100,9,Service
4500017882,7100,9,Service
4500017900,1100,9,Service
4500017901,1100,9,Service
4500017905,7200,9,Service
4500017906,7300,9,Service
4500017907,7100,9,Service
4500017908,7200,7,Stock transfer
4500017909,7200,9,Service
4500017911,7200,9,Service
4500017912,7200,9,Service
4500017914,7100,9,Service
4500017915,7100,9,Service
4500017916,7100,9,Service
4500017920,6100,9,Service
4500017921,7200,9,Service
4500017923,7300,9,Service
4500017924,7200,9,Service
4500017925,6100,0,Standard
4500017926,6100,0,Standard
4500017927,1100,9,Service
4500017928,1100,9,Service
4500017929,1100,9,Service
4500017930,1100,9,Service
4500017931,1100,9,Service
4500017932,1100,9,Service
4500017933,1100,9,Service
4500017934,1100,9,Service
4500017935,7200,9,Service
4500017940,7200,9,Service
4500017941,7100,9,Service
4500017954,1100,9,Service
4500017955,1100,9,Service
4500017956,1100,9,Service
4500017957,1100,9,Service
4500017959,1100,9,Service
4500017964,7200,9,Service
4500017984,7100,0,Standard
4500017985,7300,0,Standard
4500017986,7100,0,Standard
4500017987,7200,0,Standard
4500017988,7200,0,Standard
4500017989,7100,0,Standard
4500017990,7200,0,Standard
4500017991,6100,9,Service
4500017992,7100,7,Stock transfer
4500017993,1100,9,Service
4500018001,1100,9,Service
4500018002,1100,9,Service
4500018003,1100,9,Service
4500018004,1100,9,Service
4500018005,1100,9,Service
4500018015,7300,9,Service
4500018019,6100,0,Standard
4500018020,6100,0,Standard
4500018028,7200,0,Standard
4500018029,7200,0,Standard
4500018030,7300,9,Service
4500018036,7200,0,Standard
4500018037,1100,9,Service
4500018047,7200,9,Service
4500018077,7300,9,Service
4500018092,7200,9,Service
4500018106,1100,9,Service
4500018116,1100,7,Stock transfer
4500018126,7200,9,Service
4500018149,6100,0,Standard
4500018163,1100,9,Service
4500018164,1100,9,Service
4500018168,6100,0,Standard
4500018169,7200,7,Stock transfer
4500018183,7200,0,Standard
4500018190,7200,0,Standard
4500018201,1100,0,Standard
4500018203,1100,0,Standard
4500018205,1100,0,Standard
4500018210,7200,9,Service
4500018211,7200,9,Service
4500018212,7200,9,Service
4500018213,7200,9,Service
4500018221,7200,9,Service
4500018222,7200,9,Service
4500018223,7200,9,Service
4500018224,7200,9,Service
4500018225,7200,9,Service
4500018226,7200,9,Service
4500018227,7200,9,Service
4500018228,7200,9,Service
4500018230,7200,9,Service
4500018231,7200,9,Service
4500018233,7200,9,Service
4500018235,7200,9,Service
4500018237,7100,9,Service
4500018238,7100,9,Service
4500018241,7200,9,Service
4500018271,1100,9,Service
4500018272,1100,9,Service
4500018273,1100,9,Service
4500018274,1100,9,Service
4500018280,7200,9,Service
4500018281,7200,9,Service
4500018282,7200,9,Service
4500018283,7200,9,Service
4500018284,7200,9,Service
4500018291,6100,9,Service
4500018292,7300,9,Service
4500018293,7300,9,Service
4500018296,1100,9,Service
4500018297,1100,9,Service
4500018298,1100,9,Service
4500018299,1100,9,Service
4500018300,1100,9,Service
4500018301,1100,9,Service
4500018302,1100,9,Service
4500018303,7100,9,Service
4500018305,7300,9,Service
4500018309,7200,9,Service
4500018310,7200,9,Service
4500018311,7200,9,Service
4500018312,7200,9,Service
4500018318,6100,9,Service
4500018320,1100,9,Service
4500018321,1100,9,Service
4500018326,1100,0,Standard
4500018331,7300,9,Service
4500018332,7100,9,Service
4500018337,7200,9,Service
4500018350,1100,9,Service
4500018351,1100,9,Service
4500018352,1100,9,Service
4500018353,1100,9,Service
4500018354,1100,9,Service
4500018355,1100,9,Service
4500018356,1100,9,Service
4500018357,1100,9,Service
4500018358,1100,9,Service
4500018363,4100,9,Service
4500018385,7100,9,Service
4500018388,7100,9,Service
4500018393,7100,0,Standard
4500018394,7200,0,Standard
4500018396,7100,0,Standard
4500018399,7200,0,Standard
4500018405,7100,0,Standard
4500018406,7200,0,Standard
4500018407,7300,0,Standard
4500018412,7100,0,Standard
4500018418,4100,9,Service
4500018423,1100,0,Standard
4500018424,6100,0,Standard
4500018425,1100,0,Standard
4500018426,7200,9,Service
4500018431,7200,9,Service
4500018436,6100,0,Standard
4500018445,7200,9,Service
4500018459,6100,0,Standard
4500018465,7200,0,Standard
4500018467,7200,0,Standard
4500018470,6100,0,Standard
4500018471,6100,0,Standard
4500018472,6100,0,Standard
4500018473,6100,0,Standard
4500018474,6100,0,Standard
4500018475,6100,0,Standard
4500018476,6100,0,Standard
4500018479,1100,9,Service
4500018482,7100,9,Service
4500018487,7200,0,Standard
4500018489,7200,0,Standard
4500018506,7200,9,Service
4500018547,7200,7,Stock transfer
4500018555,1100,9,Service
4500018568,7300,9,Service
4500018569,7300,9,Service
4500018571,4100,9,Service
4500018572,4100,9,Service
4500018579,6100,0,Standard
4500018580,6100,0,Standard
4500018581,6100,0,Standard
4500018582,6100,0,Standard
4500018583,6100,0,Standard
4500018584,6100,0,Standard
4500018585,6100,0,Standard
4500018586,6100,0,Standard
4500018587,6100,0,Standard
4500018588,6100,0,Standard
4500018605,7100,0,Standard
4500018610,4100,9,Service
4500018612,4100,9,Service
4500018613,4100,9,Service
4500018614,4100,9,Service
4500018616,4100,9,Service
4500018619,4100,9,Service
4500018621,4100,9,Service
4500018622,1100,9,Service
4500018623,1100,9,Service
4500018624,1100,9,Service
4500018625,1100,9,Service
4500018626,1100,9,Service
4500018627,1100,9,Service
4500018628,1100,9,Service
4500018629,1100,9,Service
4500018630,1100,9,Service
4500018631,1100,9,Service
4500018632,1100,9,Service
4500018633,1100,9,Service
4500018637,7200,9,Service
4500018638,7300,9,Service
4500018639,7200,9,Service
4500018641,7300,9,Service
4500018647,7200,0,Standard
4500018648,7100,0,Standard
4500018650,7200,0,Standard
4500018659,7100,0,Standard
4500018661,7100,0,Standard
4500018662,7200,0,Standard
4500018663,7200,9,Service
4500018665,7200,9,Service
4500018667,7200,9,Service
4500018668,7200,9,Service
4500018669,7200,9,Service
4500018670,7200,0,Standard
4500018672,1100,0,Standard
4500018673,1100,9,Service
4500018674,1100,9,Service
4500018675,1100,9,Service
4500018676,1100,9,Service
4500018681,7200,9,Service
4500018683,7100,9,Service
4500018684,7100,9,Service
4500018704,1100,9,Service
4500018705,1100,9,Service
4500018711,7200,9,Service
4500018715,7300,9,Service
4500018719,7100,9,Service
4500018721,7300,9,Service
4500018735,7100,9,Service
4500018736,7300,9,Service
4500018742,7200,9,Service
4500018756,7300,9,Service
4500018759,7200,9,Service
4500018760,7100,9,Service
4500018766,1100,9,Service
4500018767,7100,9,Service
4500018782,1100,9,Service
4500018783,1100,9,Service
4500018797,6100,0,Standard
4500018809,1100,9,Service
4500018815,6100,0,Standard
4500018817,6100,0,Standard
4500018818,6100,0,Standard
4500018819,6100,0,Standard
4500018820,6100,0,Standard
4500018822,6100,0,Standard
4500018823,6100,0,Standard
4500018837,7200,7,Stock transfer
4500018844,1100,9,Service
4500018855,6100,0,Standard
4500018859,6100,0,Standard
4500018861,6100,0,Standard
4500018862,6100,0,Standard
4500018863,6100,0,Standard
4500018864,6100,0,Standard
4500018865,6100,0,Standard
4500018866,6100,0,Standard
4500018867,6100,0,Standard
4500018868,6100,0,Standard
4500018869,6100,0,Standard
4500018872,1100,9,Service
4500018879,7200,9,Service
4500018956,6100,9,Service
4500018957,6100,9,Service
4500018963,1100,0,Standard
4500018964,1100,0,Standard
4500019013,7200,9,Service
4500019021,7100,0,Standard
4500019028,1100,9,Service
4500019058,4100,9,Service
4500019059,4100,9,Service
4500019061,4100,9,Service
4500019062,4100,9,Service
4500019063,4100,9,Service
4500019065,1100,9,Service
4500019066,7200,9,Service
4500019069,1100,9,Service
4500019072,7200,9,Service
4500019073,7200,9,Service
4500019095,1100,9,Service
4500019096,1100,9,Service
4500019097,1100,9,Service
4500019098,1100,9,Service
4500019099,1100,9,Service
4500019100,1100,9,Service
4500019101,1100,9,Service
4500019102,1100,9,Service
4500019103,1100,9,Service
4500019104,1100,9,Service
4500019109,7300,0,Standard
4500019115,7200,0,Standard
4500019119,7100,0,Standard
4500019120,7100,0,Standard
4500019121,1100,9,Service
4500019122,1100,9,Service
4500019146,1100,9,Service
4500019148,1100,9,Service
4500019167,7200,9,Service
4500019168,6100,9,Service
4500019169,1100,9,Service
4500019170,1100,9,Service
4500019171,1100,9,Service
4500019172,1100,9,Service
4500019175,7200,9,Service
4500019176,7200,9,Service
4500019178,7200,9,Service
4500019180,7200,9,Service
4500019181,7200,9,Service
4500019182,7200,9,Service
4500019183,7200,9,Service
4500019184,7100,9,Service
4500019186,7300,9,Service
4500019187,7200,0,Standard
4500019188,7300,9,Service
4500019189,7300,9,Service
4500019190,7100,0,Standard
4500019191,7200,0,Standard
4500019196,6100,9,Service
4500019197,1100,9,Service
4500019212,7200,9,Service
4500019213,7100,9,Service
4500019216,7200,9,Service
4500019243,1100,0,Standard
4500019244,1100,0,Standard
4500019253,7200,9,Service
4500019255,7100,9,Service
4500019259,7100,0,Standard
4500019264,7300,9,Service
4500019269,1100,9,Service
4500019275,1100,9,Service
4500019282,7200,9,Service
4500019285,4100,0,Standard
4500019297,7100,9,Service
4500019306,7200,9,Service
4500019322,4100,0,Standard
4500019346,7100,9,Service
4500019361,7200,9,Service
4500019362,7100,9,Service
4500019363,7100,0,Standard
4500019376,7200,0,Standard
4500019377,7200,0,Standard
4500019378,7200,0,Standard
4500019409,7200,0,Standard
4500019457,4100,9,Service
4500019458,4100,9,Service
4500019460,4100,9,Service
4500019462,4100,9,Service
4500019464,1100,9,Service
4500019465,1100,9,Service
4500019466,1100,9,Service
4500019467,1100,9,Service
4500019485,7200,9,Service
4500019486,7200,9,Service
4500019487,7200,9,Service
4500019488,7100,9,Service
4500019489,7100,9,Service
4500019491,7300,9,Service
4500019493,7300,9,Service
4500019494,7200,9,Service
4500019497,7200,9,Service
4500019498,7200,9,Service
4500019511,1100,9,Service
4500019523,7300,9,Service
4500019527,1100,9,Service
4500019528,1100,9,Service
4500019530,1100,9,Service
4500019531,1100,9,Service
4500019532,7200,7,Stock transfer
4500019536,7200,9,Service
4500019537,7200,9,Service
4500019549,1100,9,Service
4500019550,1100,9,Service
4500019551,1100,9,Service
4500019552,1100,9,Service
4500019553,1100,9,Service
4500019554,1100,9,Service
4500019555,1100,9,Service
4500019556,1100,9,Service
4500019557,1100,9,Service
4500019564,6100,0,Standard
4500019565,1100,9,Service
4500019566,1100,9,Service
4500019567,1100,9,Service
4500019578,7200,9,Service
4500019580,7200,9,Service
4500019584,7100,9,Service
4500019585,7300,9,Service
4500019594,7300,9,Service
4500019608,7200,9,Service
4500019630,7100,9,Service
4500019635,7200,9,Service
4500019636,7200,9,Service
4500019651,7300,9,Service
4500019656,7200,9,Service
4500019661,1100,9,Service
4500019694,1100,9,Service
4500019794,7200,9,Service
4500019796,7200,9,Service
4500019855,7200,9,Service
4500019882,7100,9,Service
4500019902,1100,9,Service
4500019903,1100,9,Service
4500019993,7300,9,Service
4500019997,7300,9,Service
4500020081,7200,9,Service
7500001336,7200,0,Standard
7500001609,7200,0,Standard
7500001656,7200,0,Standard
7500001696,7200,0,Standard
7500001753,7200,0,Standard
7500002792,7300,0,Standard
7500003040,7300,0,Standard
7500003095,7300,0,Standard
7500003203,7300,9,Service
7500003580,7300,9,Service
7500003622,7300,0,Standard
7500003989,7200,9,Service
7500004288,7200,0,Standard
7500004524,7300,9,Service
7500004622,7200,9,Service
7500005481,7200,0,Standard
7500005698,7200,9,Service
7500005699,7200,9,Service
7500006275,7300,9,Service
